
309	2	2.5542	1.0646	-0.25%
308	1	2.5608	1.0673	-0.14%
307	5	2.5643	1.0687	0.39%
306	4	2.5544	1.0646	-1.27%
305	3	2.5872	1.0782	-1.42%
304	2	2.6244	1.0937	0.90%
303	1	2.6012	1.084	-1.03%
302	5	2.6284	1.0953	-0.48%
301	4	2.641	1.1005	1.81%
300	3	2.594	1.081	0.52%
299	2	2.5807	1.0754	-1.67%
298	1	2.6246	1.0936	-1.09%
297	5	2.6534	1.1056	1.34%
296	4	2.6183	1.091	-0.89%
295	3	2.6417	1.1007	-0.92%
294	2	2.6662	1.1109	0.48%
293	1	2.6537	1.1056	0.10%
292	5	2.651	1.1045	1.24%
291	4	2.6185	1.091	1.04%
290	3	2.5916	1.0798	-0.91%
289	2	2.6155	1.0897	0.88%
288	1	2.5929	1.0803	-0.60%
287	5	2.6085	1.0867	0.03%
286	4	2.6078	1.0864	1.31%
285	3	2.5741	1.0724	0.34%
284	2	2.5653	1.0688	0.44%
283	1	2.5542	1.0641	-0.64%
282	5	2.5707	1.071	1.39%
281	4	2.5355	1.0563	-0.35%
280	3	2.5443	1.06	1.01%
279	2	2.5188	1.0494	-0.97%
278	1	2.5435	1.0596	4.05%
277	5	2.4444	1.0184	0.89%
276	4	2.4229	1.0095	1.39%
275	3	2.3896	0.9957	0.00%
274	2	2.3897	0.9957	0.17%
273	1	2.3857	0.994	0.69%
272	5	2.3693	0.9872	-0.13%
271	4	2.3723	0.9885	-0.13%
270	3	2.3754	0.9897	0.03%
269	2	2.3746	0.9894	1.42%
268	1	2.3414	0.9756	0.52%
267	5	2.3292	0.9705	-0.72%
266	4	2.346	0.9775	0.81%
265	3	2.3272	0.9697	0.43%
264	2	2.3172	0.9655	-0.17%
263	1	2.3213	0.9672	0.53%
262	5	2.3091	0.9621	-0.39%
261	4	2.3182	0.9659	0.94%
260	3	2.2966	0.9569	-1.39%
259	2	2.329	0.9704	-1.01%
258	1	2.3529	0.9803	0.59%
257	5	2.3392	0.9746	0.14%
256	4	2.336	0.9732	2.26%
255	3	2.2844	0.9518	0.64%
254	2	2.2698	0.9457	0.84%
253	1	2.251	0.9379	0.86%
252	4	2.2319	0.93	-0.71%
251	3	2.2478	0.9366	-0.12%
250	2	2.2505	0.9377	-0.09%
249	1	2.2527	0.9386	-0.08%
248	5	2.2546	0.9394	0.19%
247	4	2.2504	0.9376	0.05%
246	3	2.2492	0.9371	-0.25%
245	2	2.2549	0.9395	0.57%
244	1	2.2422	0.9342	1.13%
243	5	2.2171	0.9237	-0.77%
242	4	2.2342	0.9308	0.38%
241	3	2.2258	0.9273	0.29%
240	2	2.2193	0.9246	-1.07%
239	1	2.2435	0.9347	0.47%
238	5	2.2331	0.9303	0.10%
237	4	2.2308	0.9294	-0.21%
236	3	2.2356	0.9314	-0.72%
235	2	2.2517	0.9381	-0.05%
234	1	2.253	0.9386	2.28%
233	5	2.2027	0.9177	0.82%
232	4	2.1848	0.9102	-1.07%
231	3	2.2084	0.92	-0.45%
230	2	2.2183	0.9241	1.61%
229	1	2.1833	0.9096	-1.25%
228	5	2.2109	0.921	-0.48%
227	4	2.2216	0.9255	-0.44%
226	3	2.2315	0.9296	0.64%
225	2	2.2174	0.9237	0.27%
224	1	2.2115	0.9212	-1.02%
223	5	2.2342	0.9307	0.68%
222	4	2.2192	0.9244	0.30%
221	3	2.2125	0.9217	-0.56%
220	2	2.225	0.9268	-1.47%
219	1	2.2583	0.9406	0.95%
218	5	2.237	0.9318	-0.03%
217	4	2.2377	0.9321	-0.47%
216	3	2.2483	0.9365	0.10%
215	2	2.246	0.9355	-0.07%
214	1	2.2477	0.9362	-1.28%
213	5	2.2769	0.9483	0.11%
212	4	2.2743	0.9472	-0.76%
211	3	2.2917	0.9545	-1.45%
210	2	2.3254	0.9685	-0.50%
209	1	2.3371	0.9733	-0.27%
208	5	2.3434	0.9759	-1.42%
207	4	2.3772	0.9899	-1.12%
206	3	2.4042	1.0012	0.65%
205	2	2.3886	0.9947	0.06%
204	1	2.3872	0.9941	-0.90%
203	5	2.4089	1.0031	0.61%
202	4	2.3943	0.997	-0.53%
201	3	2.407	1.0023	0.09%
200	2	2.4049	1.0014	0.25%
199	1	2.3989	0.9989	-0.44%
198	5	2.4095	1.0033	-0.35%
197	4	2.4179	1.0068	0.65%
196	3	2.4022	1.0002	1.50%
195	2	2.3668	0.9855	-0.38%
194	1	2.3759	0.9893	1.04%
193	5	2.3515	0.9791	-0.10%
192	4	2.3538	0.9801	1.96%
191	3	2.3086	0.9613	-0.02%
190	2	2.3091	0.9615	-1.35%
189	1	2.3407	0.9746	-0.65%
188	5	2.356	0.981	0.60%
187	4	2.342	0.9752	0.57%
186	3	2.3287	0.9696	-0.38%
185	2	2.3376	0.9733	-0.26%
184	1	2.3437	0.9758	0.88%
183	5	2.3233	0.9673	0.66%
182	4	2.3081	0.961	1.06%
181	3	2.2839	0.951	0.04%
180	2	2.283	0.9506	-0.02%
179	1	2.2836	0.9508	-0.16%
178	5	2.2872	0.9523	0.11%
177	4	2.2846	0.9512	-1.30%
176	3	2.3147	0.9637	0.23%
175	2	2.3095	0.9616	-0.18%
174	1	2.3138	0.9633	-1.65%
173	3	2.3527	0.9795	0.13%
172	2	2.3497	0.9782	0.36%
171	1	2.3413	0.9747	0.24%
170	5	2.3357	0.9724	0.01%
169	4	2.3354	0.9723	-1.10%
168	3	2.3614	0.9831	-0.88%
167	2	2.3823	0.9917	-0.73%
166	1	2.4	0.999	0.67%
165	5	2.384	0.9924	1.42%
164	4	2.3507	0.9786	1.26%
163	3	2.3215	0.9664	0.32%
162	2	2.314	0.9633	0.15%
161	1	2.3106	0.9619	0.04%
160	5	2.3096	0.9615	-0.17%
159	4	2.3135	0.9631	-0.52%
158	3	2.3257	0.9681	3.22%
157	2	2.2532	0.938	2.29%
156	1	2.2028	0.917	0.57%
155	5	2.1903	0.9119	0.51%
154	4	2.1792	0.9072	-0.01%
153	3	2.1794	0.9073	-0.24%
152	2	2.1847	0.9095	-0.53%
151	1	2.1965	0.9144	1.12%
150	5	2.1722	0.9043	-0.29%
149	4	2.1786	0.9069	-0.93%
148	3	2.199	0.9154	0.01%
147	2	2.1987	0.9153	-0.84%
146	1	2.2174	0.923	1.93%
145	5	2.1754	0.9056	-1.07%
144	4	2.199	0.9154	0.30%
143	3	2.1925	0.9127	-1.26%
142	2	2.2205	0.9243	-0.81%
141	1	2.2388	0.9319	-2.44%
140	5	2.2949	0.9552	-0.18%
139	4	2.299	0.9569	-0.73%
138	3	2.3159	0.9639	0.21%
137	2	2.311	0.9619	-0.26%
136	1	2.3171	0.9644	-0.59%
135	5	2.3308	0.97	0.06%
134	4	2.3295	0.9695	1.53%
133	3	2.2944	0.9549	-2.03%
132	2	2.342	0.9747	0.09%
131	1	2.3401	0.9739	-0.03%
130	5	2.3407	0.9741	0.44%
129	4	2.3305	0.9699	-0.70%
128	3	2.347	0.9767	-0.24%
127	2	2.3527	0.9791	-0.26%
126	1	2.3589	0.9816	0.26%
125	5	2.3529	0.9791	-0.06%
124	4	2.3543	0.9797	0.02%
123	3	2.3538	0.9795	-0.98%
122	2	2.3772	0.9892	-0.87%
121	5	2.3981	0.9979	0.79%
120	4	2.3792	0.99	0.81%
119	3	2.3601	0.9821	-0.72%
118	2	2.3772	0.9892	0.26%
117	1	2.3712	0.9867	0.12%
116	5	2.3683	0.9855	-0.03%
115	4	2.369	0.9858	-0.15%
114	3	2.3725	0.9872	0.71%
113	2	2.3558	0.9803	0.20%
112	1	2.3511	0.9783	-0.14%
111	5	2.3543	0.9796	-0.41%
110	4	2.364	0.9836	-0.66%
109	3	2.3799	0.9902	0.05%
108	2	2.3788	0.9897	0.26%
107	1	2.3728	0.9871	-0.32%
106	5	2.3804	0.9903	0.12%
105	4	2.3776	0.9891	-0.19%
104	3	2.3822	0.9909	-0.63%
103	2	2.3973	0.9972	-0.55%
102	1	2.4108	1.0027	-0.50%
101	5	2.423	1.0078	-0.02%
100	4	2.4235	1.008	0.26%
99	3	2.4173	1.0054	-0.98%
98	2	2.4411	1.0152	-0.74%
97	1	2.4595	1.0228	0.74%
96	5	2.4414	1.0153	0.31%
95	4	2.4339	1.0121	1.61%
94	3	2.3955	0.9961	0.87%
93	2	2.3749	0.9876	-0.11%
92	1	2.3777	0.9887	-0.18%
91	5	2.3821	0.9905	0.31%
90	4	2.3748	0.9874	-0.79%
89	3	2.3938	0.9953	0.44%
88	2	2.3833	0.9909	0.32%
87	1	2.376	0.9878	-1.23%
86	4	2.4055	1	-0.64%
85	3	2.4211	1.0065	0.41%
84	2	2.4112	1.0024	1.55%
83	1	2.3745	0.987	-0.81%
82	5	2.394	0.9951	0.74%
81	4	2.3766	0.9879	-1.24%
80	3	2.4065	1.0002	0.61%
79	2	2.392	0.9942	-1.33%
78	1	2.4244	1.0076	0.76%
77	5	2.4062	1	-0.12%
76	4	2.4092	1.0012	0.83%
75	3	2.3895	0.993	-0.32%
74	2	2.3971	0.9962	-0.93%
73	1	2.4198	1.0055	1.04%
72	5	2.395	0.9952	0.17%
71	4	2.3911	0.9936	-1.40%
70	3	2.4252	1.0077	0.21%
69	2	2.4202	1.0056	0.85%
68	5	2.3999	0.9971	-0.37%
67	4	2.4088	1.0008	1.53%
66	3	2.3726	0.9858	0.49%
65	2	2.3613	0.981	-1.34%
64	1	2.3933	0.9943	-0.74%
63	5	2.4113	1.0017	-0.22%
62	4	2.4166	1.0039	1.21%
61	3	2.3878	0.9919	0.20%
60	2	2.3831	0.9899	0.45%
59	1	2.3725	0.9855	0.93%
58	5	2.3507	0.9765	0.01%
57	4	2.3505	0.9764	1.51%
56	3	2.3155	0.9619	-0.72%
55	2	2.3324	0.9689	-0.78%
54	1	2.3508	0.9765	0.09%
53	5	2.3486	0.9756	-0.49%
52	4	2.3601	0.9804	0.22%
51	3	2.355	0.9783	-0.06%
50	2	2.3565	0.9789	-0.84%
49	1	2.3764	0.9872	-1.93%
48	5	2.4232	1.0066	-0.23%
47	4	2.4289	1.009	-0.49%
46	3	2.4408	1.0139	-0.33%
45	2	2.4488	1.0172	-0.93%
44	1	2.4718	1.0268	1.01%
43	5	2.447	1.0165	0.10%
42	4	2.4445	1.0155	0.02%
41	3	2.4439	1.0152	-1.08%
40	2	2.4707	1.0263	-0.54%
39	1	2.484	1.0319	0.41%
38	5	2.4739	1.0277	0.68%
37	4	2.4571	1.0207	-1.19%
36	3	2.4868	1.033	-0.55%
35	2	2.5006	1.0388	0.18%
34	1	2.496	1.0368	-2.00%
33	5	2.547	1.058	-0.13%
32	4	2.5503	1.0594	0.22%
31	3	2.5446	1.057	-1.38%
30	2	2.5802	1.0718	0.13%
29	1	2.5769	1.0705	1.90%
28	5	2.5289	1.0505	-1.69%
27	4	2.5725	1.0686	-0.64%
26	3	2.5891	1.0755	0.30%
25	2	2.5813	1.0723	-0.93%
24	1	2.6054	1.0823	0.39%
23	5	2.5953	1.0781	0.90%
22	4	2.5721	1.0685	-1.08%
21	3	2.6002	1.0801	1.65%
20	2	2.5581	1.0626	0.09%
19	1	2.5557	1.0616	1.47%
18	5	2.5187	1.0463	2.79%
17	4	2.4504	1.0179	-1.00%
16	3	2.4751	1.0282	0.08%
15	2	2.4731	1.0273	0.57%
14	1	2.459	1.0215	1.12%
13	5	2.4317	1.0101	0.08%
12	4	2.4298	1.0093	-0.25%
11	3	2.4358	1.0118	0.23%
10	2	2.4301	1.0095	0.63%
9	1	2.4149	1.0032	0.10%
8	3	2.4124	1.0021	1.07%
7	2	2.3869	0.9915	-0.80%
6	1	2.4061	0.9995	0.64%
5	5	2.3909	0.9932	0.54%
4	4	2.3781	0.9879	0.00%
3	3	2.378	0.9878	-0.18%
2	2	2.3823	0.9896	-0.98%
1	1	2.4058	0.9994	-0.27%
0	5	2.4124	1.0021	
